"In the #KeepItOn Report Shattered dreams and lost opportunities: a year in the fight to #KeepItOn, the count of duration days of a shutdown event include both the start date and the end date.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,start_date,end_date ,duration,Info_source ,news_link ,continent,country ,State/India ,geo_scope,area_name ,ordered_by ,decision_maker,shutdown_type_new,affected_network,full or service-based,Facebook_affected,Twitter_affected,WhatsApp_affected,Instagram_affected,Telegram_affected,other_service_details (specify) ,SMS_affected,phone_call_affected ,telcos_involved ,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted ,legal_justif,legal_method ,telco_resp,telco_ ack,econ_impact,event ,an_link ,notes
105,9/4/2020,9/5/2020,1,Other,http://jkhome.nic.in/98(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Pulwama,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/98(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 98(TSTS) of 2020.,,No,,,,
106,9/12/2020,9/17/2020,5,CSO KIO partners,"https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/#:~:text=On%20a%20daily%20basis%2C%20the,a%20half%20hours%20each%20day.&text=In%20Algeria%2C%20the%20high%20school,September%2013%20to%20September%2017.; https://netblocks.org/reports/social-media-restricted-and-internet-cut-during-algeria-school-exams-xAGolxAz; ",Africa ,Algeria,,Level 3,National ,Executive government,,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,Yes,Yes,Yes,Yes,,No,No,"Algeria: Ooredoo (NMTC), Algeria: Mobilis (Algerie Telecom), Algeria: Djezzy",Unknown,School exams,,,Exam cheating,,No,No,No,No,,,,,Unknown,,,,
107,9/13/2020,9/14/2020,1,Other,http://jkhome.nic.in/100(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Pulwama,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/100(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 100(TSTS) of 2020.,,Unknown,,,,
108,9/13/2020,9/24/2020,11,News media article,"https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/#:~:text=On%20a%20daily%20basis%2C%20the,a%20half%20hours%20each%20day.&text=In%20Algeria%2C%20the%20high%20school,September%2013%20to%20September%2017.; ",Africa ,Sudan,,Level 3,National ,Executive government,Ministry of Education ,Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,"Sudan: MTN, Sudan: Sudani (Sudatel), Sudan: Zain",Yes,School exams,,https://suna-sd.net/ar/single?id=692068,Exam cheating,,No,No,No,Yes,,Yes,A statement on a website , ,Yes,,,,
109,9/15/2020,9/15/2020,0,Other,http://jkhome.nic.in/101(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Pulwama,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/101(TSTS)of2020.pdf,Political instability,security forces operation,No,No,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 101(TSTS) of 2020.,,Unknown,,,,
110,09/16/2020,09/19/2020,3,News media article,https://www.ndtv.com/india-news/kashmir-internet-shutdown-internet-snapped-in-kashmirs-sopore-after-protests-on-alleged-custodial-death-2296244; https://www.newsweek.com/indian-town-shuts-off-internet-avoid-more-protests-after-man-died-police-custody-1532735; https://kashmirreader.com/2020/09/20/2g-internet-service-restored-in-sopore-after-four-days/; http://jkhome.nic.in/102(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1,Sopore ,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Prevent terrorist and incendiary content distribution and creation of a law and order situation,http://jkhome.nic.in/102(TSTS)of20200001.pdf,Protests,"All internet services have been snapped in north Jammu and Kashmir's Sopore town after death of a shopkeeper, allegedly in police custody, led to protests.",No,Unknown,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation due to the spread of incendiary material online. The order was later confirmed by the Principal Secretary of Government. Order - 102(TSTS) of 2020.,,Unknown,,,,
111,9/21/2020,9/22/2020,1,Social media,http://www.jkhome.nic.in/103(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Budgam district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://www.jkhome.nic.in/103(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 103(TSTS) of 2020.,,Unknown,,,,
112,9/24/2020,Unknown,,News media article,https://newsyemen.net/new/61675,Middle East ,Yemen,,Level 1,Districts of Hays and Al-Khokha,Non-government,Houthi militia,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,No,No,,No,Unknown,,,Other,"Conflict - ""The service cutoff coincided with attacks carried out by the Houthi militia on the joint forces' positions in Hays and new violations in Al-Tuhaita and Al-Hodeidah.""",No,Yes,Unknown,No,,,,,No,,,,
113,9/25/2020,Unknown,,News media article,https://www.hindustantimes.com/india-news/internet-suspended-section-144-imposed-in-four-rajasthan-districts-after-violent-protest/story-8gInP2Gx4W95e4nHCfq5YM.html; https://www.tribuneindia.com/news/nation/net-suspended-after-violent-rajasthan-stir-146699; https://udaipurkiran.com/life-returns-to-normal-in-south-raj-nh-8-resumes-full-operation/; ,Asia ,India,Rajasthan,Level 2,"Banswara,Udaipur,Pratapgarh,Dungarpur, in Rajasthan",Local government,,Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Public safety/ Quell unrest / Restore public order,,,Protests,"""Internet was suspended in four tribal districts of southern Rajasthan on Saturday and section 144 was imposed, prohibiting assembly of more than five people, following violent protests in Dungarpur district by tribal youth over teacher recruitment examination."" https://www.hindustantimes.com/india-news/internet-suspended-section-144-imposed-in-four-rajasthan-districts-after-violent-protest/story-8gInP2Gx4W95e4nHCfq5YM.html",No,Yes,Unknown,No,,Unknown,,,Unknown,,,,
114,9/27/2020,9/28/2020,1,Other,http://jkhome.nic.in/104(TSTS)of20200001.pdf; https://kashmirlife.net/18-hour-long-encounter-ended-two-militants-killed-in-samboora-encounter-247609/,Asia ,India,Jammu and Kashmir,Level 1,"Awantipora district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/104(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 104(TSTS) of 2020.,,Unknown,,,,
115,9/27/2020,11/12/2020,46,News media article,https://www.balcanicaucaso.org/eng/Areas/Azerbaijan/Azerbaijan-the-Internet-in-times-of-war-205919,Europe ,Azerbaijan,,Level 3,National ,Executive government,"Ministry of Transportation, Communication, and High Technologies","Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,Yes,Yes,Unknown,Yes,Skype ,No,No,"Azerbaijan: Azercell (Azintelecom), Azerbaijan: Bakcell, Azerbaijan: Nar (Azerfon), Azerbaijan: Naxtel, Nakhchivan",Yes,Other,To prevent the spread of “Armenian provocation,,Other,Conflict between Armenia and Azerbaijan ,No,Yes,Yes,No,,No,,,No,,,,
116,10/5/2020,Unknown,,News media article,https://freedomhouse.org/country/kyrgyzstan/freedom-net/2020,Asia ,Kyrgyzstan,,Level 3,,Unknown,,Throttle,"Broadband, Mobile",Full network,No,No,No,No,No,,Unknown,Unknown,,No,Unknown,,,Elections,,Yes,Yes,Yes,No,,,,,No,,,,
117,10/6/2020,10/7/2020,1,News media article,https://www.dailyexcelsior.com/3-militants-killed-in-shopian/; http://jkhome.nic.in/107(TSTS)of20200001.pdf,Asia ,India, Jammu and Kashmir,Level 1,"Shopian, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/107(TSTS)of20200001.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 107(TSTS) of 2020.,,Unknown,,,,
118,10/10/2020,10/10/2020,0,News media article,https://www.theweek.in/news/india/2020/10/10/jk-2-militants-killed-in-kulgam-us-made-m4-rifle-recovered.html; https://kashmirreader.com/2020/10/11/let-commander-among-4-militants-killed-in-2-separate-encounters-in-south-kashmir/; http://jkhome.nic.in/108(TSTS)of20200001.pdf; ,Asia ,India, Jammu and Kashmir,Level 1,Kulgam,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,"""Meanwhile, the mobile internet services were snapped across Kulgam district soon after the first shots were fired in Chingam. The service was yet to be restored till the report was being filed.
Security was also beefed up in Kulgam district to prevent any law and order situation.""  https://kashmirreader.com/2020/10/11/let-commander-among-4-militants-killed-in-2-separate-encounters-in-south-kashmir/",http://jkhome.nic.in/108(TSTS)of20200001.pdf,Political instability,Security forces operation,No,Yes,No,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 108(TSTS) of 2020.,,Unknown,,,,
119,10/10/2020,10/11/2020,1,Other,http://jkhome.nic.in/109(TSTS)of20200001.pdf,Asia ,India, Jammu and Kashmir,Level 1,Pulwama ,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/109(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 109(TSTS) of 2020.,,Unknown,,,,
120,10/14/2020,10/14/2020,0,Other,http://jkhome.nic.in/110(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1,Shopian district in Jammu and Kashmir,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,,Political instability,Security services operations,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 110(TSTS) of 2020.,,Unknown,,,,
121,10/15/2020,Unknown,,News media article,https://newsyemen.net/new/62622,Middle East ,Yemen,,Level 1,"Hadramawt Valley,",Unknown,,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,Unknown,Unknown,Yemen: Yemen Mobile,No,Unknown,,,Other,Prisoner exchange ,No,No,No,No,,,,,No,,,,
122,10/16/2020,10/17/2020,1,News media article,http://www.businessworld.in/article/Rajasthan-Internet-services-suspended-in-Bharatpur-in-wake-of-Gujjar-Mahapanchayat/17-10-2020-332469/,Asia ,India,Rajasthan,Level 2,Bharatpur ,Local government,Divisional Commissioner of Bharatpur,Shutdown,"Broadband, Mobile",Full network,Yes,Yes,Yes,Yes,Unknown,,Yes,No,,Yes,Precautionary measure,,,Protests,"""The letter mentions that the temporary action has been taken in order to avoid deterioration of law and order in the region owing to the Gurjar Mahapanchayat.""",No,No,Unknown,Yes,,Unknown,,,Unknown,,,,
123,10/16/2020,10/16/2020,0,News media article,https://www.greaterkashmir.com/news/latest-news/chadoora-gunfight-mobile-internet-service-suspended-in-budgam/; http://jkhome.nic.in/111(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Badgam, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,A police official said that the service was suspended to “prevent law and order situation” in view of the ongoing gunfight. https://www.greaterkashmir.com/news/latest-news/chadoora-gunfight-mobile-internet-service-suspended-in-budgam/,http://jkhome.nic.in/111(TSTS)of20200001.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order -111(TSTS) of 2020.,,Unknown,,,,
124,10/17/2020,Ongoing,,News media article,https://twitter.com/Policy/status/1321106129208922113; https://www.accessnow.org/tanzania-votes-government-forces-telcos-escalate-censorship/,Africa ,"Tanzania, United Republic of",,Level 3,,Executive government,Tanzania Communications Regulatory Authority ,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,Yes,Yes,Yes,Unknown,"VPN services. some google services including Google translate, bulk SMS blocking, and content filtering over SMS ",Yes,No,"Tanzania: Airtel (Bharti Airtel), Tanzania: Halotel (Viettel), Tanzania: Smart, Tanzania: Smile, Tanzania: Tigo (Millicom), Tanzania: TTCL, Tanzania: Vodacom, Tanzania: Zantel (Millicom)",No,National security/ Counter-terrorism,,,Elections,,Yes,Yes,Yes,No,,,,,No,,,,
125,10/19/2020,10/20/2020,1,Other,http://jkhome.nic.in/112(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Shopian district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/112(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes ,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 112(TSTS) of 2020.,,Unknown,,,,
126,10/20/2020,10/21/2020,1,Other,http://jkhome.nic.in/113(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1 ,"Pulwama district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/113(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 113(TSTS) of 2020.,,Unknown,,,,
127,10/22/2020,10/23/2020,1,News media article,https://masaar.net/%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D8%AA%D8%AD%D8%AC%D8%A8-%D8%AA%D9%84%D8%AC%D8%B1%D8%A7%D9%85/,Africa,Egypt,,Level 3,National ,Unknown,,Shutdown,"Broadband, Mobile",Service-based,No,No,No,No,Yes,,No,No,"Egypt: Orange (ECMS), Egypt: Vodafone, Egypt: We (Telecom Egypt)",No,Unknown,,,Unknown,,No,No,No,No,,,,,Unknown,,,,
128,10/23/2020,10/28/2020,5,News media article,https://ioda.caida.org/ioda/dashboard#view=inspect&entity=country/GN&lastView=overview&from=1603281600&until=1603886400,Africa,Guinea,,Level 3,,Executive government,,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,Yes,Yes,Yes,Unknown,,Unknown,Yes,"Guinea: Cellcom, Guinea: MTN, Guinea: Orange (Sonatel)",No,Unknown,,,Elections,,Yes,Yes,Yes,No,,,,https://twitter.com/orangeguinee_gn/status/1320474497951113220?s=20,,,,,
129,10/26/2020,10/26/2020,0,Other,http://jkhome.nic.in/115(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1 ,Awantipora  in Jammu and Kashmir,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/115(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 115(TSTS) of 2020.,,Unknown,,,,
130,10/30/2020,Unknown ,,News media article,https://www.theweek.in/news/india/2020/10/31/rajasthan-gujjar-group-plans-stir-from-tomorrow-internet-services-suspended.html,Asia ,India,Rajasthan,Level 2 ,"Bharatpur, Karauli, Jaipur, Sawai Madhopur, in Rajasthan",Local government,,Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,"""Mobile internet services have been suspended in Karauli, Bharatpur, Jaipur and Sawai Madhopur. Additional police force, including Rapid Action Force and Armed Border Home Guards, have been alerted to deal with any situation,"" Additional Director General of Police (ADGP) Saurabh Srivastava said.",,Protests,"""Mobile internet services have been suspended in Karauli, Bharatpur, Jaipur and Sawai Madhopur. Additional police force, including Rapid Action Force and Armed Border Home Guards, have been alerted to deal with any situation,"" Additional Director General of Police (ADGP) Saurabh Srivastava said. https://www.theweek.in/news/india/2020/10/31/rajasthan-gujjar-group-plans-stir-from-tomorrow-internet-services-suspended.html ",No,Unknown,Unknown,No,,Unknown,,,Unknown,,,,
131,11/1/2020,11/1/2020,0,News media article,https://www.telegraphindia.com/north-east/arunachal-internet-bar-to-curb-cheating/cid/1796058; https://www.sentinelassam.com/north-east-india-news/arunachal-news/internet-services-to-be-suspended-in-15-districts-on-november-1-509271,Asia ,India,Arunachal Pradesh,Level 2 ,"15 districts of Arunachal Pradesh (Lower Subansiri, Upper Subansiri, Lower Dibang Valley, Lohit, Tirap, Changlang, Itanagar Capital Region, Papum Pare, Tawang, East Kameng, West Kameng, East Siang, West Siang, Leparada and Upper Siang)",Local government,Home Commissioner Kaling Tayeng  ,Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,School exams,,,Exam cheating,"The Arunachal Pr­a­desh government will temporarily suspend Internet ser­vices in 15 out of its 25 districts to “check” any possible online malpractices during the state civil services exam on Sunday, Nov. 1st.",No,No,No,Yes,,Unknown,,,No,,,,
132,11/1/2020,11/2/2020,1,Other,http://jkhome.nic.in/117(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1 ,"Pulwama district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/117(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 117(TSTS) of 2020.,,Unknown,,,,
133,11/4/2020,Ongoing,,News media article,https://www.youtube.com/watch?v=uEoa-7J6zpY&feature=emb_logo,Africa ,Ethiopia,,Level 2,Tigray ,Unknown,,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,No,Yes,Ethiopia: Ethio Telecom,Yes,Unknown,,https://www.youtube.com/watch?v=uEoa-7J6zpY&feature=emb_logo,Other ,Conflict in Tigray region and attack on the Ethiopian Defense Forces ,No,Yes,Yes,No,Ethnic minorities,No,,https://twitter.com/ethiotelecom/status/1334122968931328000?s=20,Yes,,,,
134,11/4/2020,Ongoing,,News media article,https://www.dw.com/am/%E1%89%A0%E1%89%84%E1%88%88%E1%88%9D%E1%8A%93-%E1%88%9D%E1%8B%95%E1%88%AB%E1%89%A5-%E1%8B%88%E1%88%88%E1%8C%8B-%E1%8B%A8%E1%89%B0%E1%8B%88%E1%88%B0%E1%8A%91-%E1%88%B5%E1%8D%8D%E1%88%AB%E1%8B%8E%E1%89%BD-%E1%8B%A8%E1%8A%A2%E1%8A%95%E1%89%B0%E1%88%AD%E1%8A%94%E1%89%B5%E1%8A%93-%E1%88%B5%E1%88%8D%E1%8A%AD-%E1%88%98%E1%89%8B%E1%88%A8%E1%8C%A5/a-55738063?maca=amh-Facebook-dw,Africa ,Ethiopia,,Level 2,"Western Oromia, Wellega, Kellem ",Executive government,,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,Yes,Yes,Ethiopia: Ethio Telecom,Yes,Unknown,,,Political instability,,No,Unknown,Unknown,No,,No,,,No,,,,
135,11/5/2020,11/6/2020,1,Other,http://jkhome.nic.in/118(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1 ,"Awantipora, in Jammu Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/118(TSTS)of20200001.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 118(TSTS) of 2020.,,Unknown,,,,
136,11/10/2020,11/10/2020,0,Other,http://jkhome.nic.in/119(TSTS)of20200001.pdf,Asia ,India,Jammu and Kashmir,Level 1 ,"Shopian, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/119(TSTS)of20200001.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 119(TSTS) of 2020.,,Unknown,,,,
137,11/12/2020,11/26/2020,14,Other,http://jkhome.nic.in/TSTS%2012.11.20.pdf,Asia ,India,Jammu and Kashmir,Level 2,"All districts from Jammu and Kashmir, but for Ganderbal and Udhampur G",Local government,Principal Secretary to the Government Home Department of Jammu and Kashmir,"Shutdown, Throttle",Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,"Preempt terrorist activity, recruiting, and disruption of public order during the election process to the 280 District Development Council Constituencies and bye-eye elections to more than 13400 vacancies in PRIs/URBs.",http://jkhome.nic.in/TSTS%2012.11.20.pdf,Elections,Election to the 280 District Development Council Constituencies and bye-eye elections to more than 13400 vacancies in PRIs/URBs,Yes,No,Unknown,No,,Yes,"Yes. The Principal secretary to the government justified the shutdown as an attempt to preempt terrorist activity, recruiting, and disruption of public order during the election process to the 280 District Development Council Constituencies and bye-eye elections to more than 13400 vacancies in PRIs/URBs.",,Unknown,,,,
138,11/13/2020,11/15/2020,,other ,http://jkhome.nic.in/121(TSTS)of20200001.pdf,Asia ,India,,Level 1,Kupwara district,Local government,"Inspector General of Police, Kashmir zone",Shutdown ,Mobile,Full network,No ,No ,No ,No ,No ,,No ,No ,,Yes ,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Misinformation on social media and security incident at the border with Pakistan ,,Other ,prevent spread of rumors and content on social media,No ,Yes ,Unknown,No ,,Yes ,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 121(TSTS) of 2020.,,No ,,,,
139,11/19/2020,11/19/2020,0,Other,http://jkhome.nic.in/122(TSTS)of20200001.pdf,Asia ,India ,,Level 1,Pulwama,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No ,No ,No ,No,No ,,No ,No ,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/122(TSTS)of20200001.pdf,Other ,Security Forces operation ,No ,Yes ,No ,No ,,Yes ,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 122(TSTS) of 2020.,,No ,,,,
140,11/21/2020,Ongoing,,Confidential,,Africa ,Uganda,,Level 3,,Executive government,Uganda Communications Commission ,Throttle,"Broadband, Mobile",Service-based,Yes,Unknown,Unknown,Unknown,Unknown,,No,No,"Uganda: Africell (Lintel), Uganda: Airtel (Bharti Airtel), Uganda: i-Tel, Uganda: MTN, Uganda: Smart, Uganda: Smile, Uganda: UT Mobile (Uganda Telecom)",Yes,Illegal content,,,Protests,Protest ,No,Yes,Yes,No,,Yes,,,Yes,,,,
141,11/27/2020,11/30/2020,3,News media article,https://www.reuters.com/article/us-cuba-politics-opposition/cuban-government-backtracks-on-deal-with-protesters-idUSKBN28A00J; https://netblocks.org/reports/social-media-disrupted-in-cuba-amid-protests-for-artistic-freedom-aAwrqa8M,Latin America ,Cuba,,Level 3,National ,Executive government,,Shutdown,"Broadband, Mobile",Service-based,Yes,Yes,No,No,Yes,Youtube,No,No,,No,Unknown,,,Protests,"Protest for freedom of expression, according to Reuters ",No,No,No,No,,,,,,,,,
142,11/28/2020,11/28/2020,,other ,http://jkhome.nic.in/124(TSTS)of2020_0001.pdf,Asia ,India,,Level 1,,Local government,"Inspector General of Police, Kashmir zone",Shutdown ,Mobile,Full network,No ,No ,No ,No ,No ,,No ,No ,,Yes ,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Control the spreading of false information aiming at discrediting elections.,,Elections,,Yes ,No ,Unknown,No ,,Yes ,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the District Development Council elections. The order was later confirmed by the Principal Secretary of Government. Order - 124(TSTS)of2020.,,No ,,,,
143,11/30/2020,12/1/2020,,other ,http://jkhome.nic.in/125(TSTS)of20200001.pdf,Asia ,India,,Level 1,"Awantipora
",Local government,"Inspector General of Police, Kashmir zone",Shutdown ,Mobile,Full network,No ,No ,No ,No ,No ,,No ,No ,,Yes ,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Control the spreading of false information aiming at discrediting elections.,,Elections,,Yes ,No ,Unknown,No ,,Yes ,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the District Development Council elections. The order was later confirmed by the Principal Secretary of Government. Order - 125(TSTS)of2020.,,No ,,,,
