age,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
38,1,1,no,66,yes,no,0,51,1,365,7,0,no
38,0,2,no,744,yes,no,0,283,1,288,12,2,no
36,1,2,no,307,yes,no,0,341,1,330,2,2,no
36,2,1,no,869,yes,no,0,102,1,350,1,0,no
38,2,1,no,6182,yes,no,0,484,3,177,1,2,no
33,0,2,no,5145,yes,no,0,338,1,175,2,2,no
43,1,1,no,117,yes,no,0,73,1,370,1,0,no
56,1,0,no,828,yes,no,0,214,1,349,1,0,no
49,1,2,no,85,yes,no,0,590,5,359,1,2,yes
26,0,1,no,66,yes,no,0,451,1,339,3,0,no
31,0,2,no,17924,yes,no,0,745,1,174,3,0,yes
55,2,0,no,8180,no,no,0,854,2,360,1,0,yes
39,1,1,no,20928,no,no,0,1166,1,352,1,2,no
44,0,1,no,275,yes,no,0,7,5,367,4,0,no
37,1,1,no,720,yes,no,0,365,6,36,3,0,no
40,1,1,no,270,yes,no,0,255,2,345,1,0,no
40,1,2,no,253,yes,no,0,377,4,280,2,2,no
43,1,0,no,62,yes,no,0,133,1,300,3,0,no
35,1,1,no,3863,yes,no,0,125,1,175,1,0,no
35,0,2,no,-146,yes,no,0,279,1,266,1,0,no
35,0,1,no,4963,yes,no,0,456,1,300,1,0,yes
31,1,1,no,8781,yes,no,0,680,1,177,1,1,yes
28,1,1,no,373,yes,no,0,10,9,344,1,0,no
29,1,1,no,6429,yes,yes,0,535,1,352,2,0,no
38,0,1,no,1211,yes,no,0,498,1,358,1,1,no
53,2,0,no,146,yes,no,0,149,1,370,1,0,no
50,1,1,no,-581,yes,no,0,877,2,345,5,0,no
48,2,1,no,-407,yes,no,0,210,2,352,1,0,no
54,1,1,no,1139,yes,no,0,155,1,177,7,0,no
34,1,2,no,902,yes,no,0,159,1,367,2,2,no
31,0,1,no,183,yes,no,0,258,1,300,1,1,no
55,1,0,no,366,yes,no,0,161,1,364,1,0,no
39,1,2,no,1738,yes,no,0,633,1,358,1,2,yes
29,0,2,no,21,yes,no,0,107,4,371,3,0,no
48,1,0,no,214,yes,yes,0,307,1,177,2,0,yes
42,0,0,no,22,yes,no,0,116,4,365,1,0,no
25,0,1,no,963,yes,no,1,230,4,301,1,0,no
55,1,1,no,785,yes,no,0,47,1,370,2,0,no
42,1,1,no,718,yes,no,0,201,2,365,2,0,no
33,1,1,no,687,yes,no,0,72,2,370,1,0,no
30,0,1,no,43,yes,no,0,91,1,370,2,0,no
40,1,0,no,3705,yes,no,0,23,1,332,1,0,no
28,0,2,no,375,yes,no,0,43,1,350,1,2,no
30,1,1,no,15,yes,yes,0,524,1,370,2,0,no
48,2,2,no,541,yes,no,0,72,1,363,2,2,no
46,1,1,no,431,yes,no,0,157,4,367,1,0,no
60,1,1,no,1407,yes,no,0,112,1,370,1,0,no
34,1,1,no,175,yes,no,0,50,2,364,2,0,no
41,0,1,no,1880,no,yes,0,35,1,356,10,2,no
33,0,1,no,142,yes,no,0,123,1,360,3,2,no
30,1,1,no,-97,yes,yes,0,255,1,356,1,2,no
29,1,1,no,231,no,no,0,1075,1,14,1,0,yes
35,1,2,no,1212,yes,no,0,235,1,352,1,2,no
37,2,1,no,5957,yes,no,0,64,3,177,2,0,no
41,1,1,no,580,yes,no,0,874,1,363,1,0,yes
31,0,1,no,7567,no,no,0,287,1,276,2,0,no
51,0,1,no,708,yes,no,1,391,1,364,1,0,no
46,0,1,no,198,yes,no,0,93,1,350,1,2,no
57,1,1,no,0,yes,no,0,16,9,282,3,2,no
26,0,2,no,468,yes,no,0,221,2,364,1,0,no
47,1,1,no,1934,no,yes,0,225,1,364,1,0,no
36,1,1,no,1825,yes,no,0,24,1,346,1,0,no
36,0,1,no,-206,yes,no,0,419,1,360,4,0,no
30,0,1,no,-177,yes,no,0,87,1,345,2,2,no
42,1,2,no,171,yes,no,0,135,1,176,5,0,no
45,1,0,no,276,yes,yes,0,586,1,364,1,0,no
34,1,2,no,273,yes,no,0,492,1,175,2,0,yes
43,0,2,no,275,yes,no,1,151,2,360,1,2,no
39,1,1,no,-220,yes,no,0,282,1,352,2,0,no
33,1,1,no,245,yes,no,0,437,2,370,8,2,no
33,0,0,no,60,yes,no,0,74,1,290,2,0,no
33,0,2,no,-149,yes,no,0,111,1,296,3,0,no
33,0,1,no,287,yes,no,0,97,1,358,8,0,no
31,0,1,no,23,yes,no,0,97,1,370,1,0,no
44,1,0,no,1342,yes,yes,1,112,2,370,2,0,no
53,1,2,no,261,yes,no,1,154,2,336,2,0,no
36,2,2,no,1354,yes,no,0,1723,1,356,2,1,yes
35,2,0,no,2755,yes,no,0,177,2,345,3,2,no
43,1,0,no,533,yes,no,0,246,2,370,1,2,no
52,2,2,no,482,yes,no,0,162,4,365,1,0,no
42,0,0,no,1179,yes,no,0,136,1,337,4,0,no
39,0,1,no,0,yes,no,0,9,10,330,10,2,no
48,2,1,no,65,yes,no,0,146,1,370,1,0,no
33,1,1,no,249,yes,no,0,7,7,287,4,0,no
28,1,1,no,58,yes,no,0,16,6,351,1,0,no
35,2,1,no,221,yes,no,0,150,1,360,1,0,no
27,1,1,no,-330,yes,yes,0,88,1,353,2,0,no
34,1,1,no,774,yes,yes,0,163,1,175,6,2,no
45,1,1,no,87,yes,no,0,96,1,360,3,0,no
34,0,2,no,28,yes,no,0,175,1,358,2,0,no
38,1,2,no,89,yes,no,0,71,1,360,10,0,no
23,0,1,no,650,yes,no,0,136,1,367,4,0,no
56,1,1,no,-256,yes,yes,0,92,1,370,2,0,no
36,0,2,no,0,yes,no,0,155,2,303,3,2,no
39,0,0,no,-100,yes,no,0,159,1,358,2,0,no
25,0,2,no,938,yes,no,0,36,1,352,1,2,no
35,0,2,no,478,yes,no,0,107,1,265,2,0,no
47,1,0,no,881,yes,no,0,143,1,370,2,0,no
46,1,1,no,130,yes,no,0,106,1,349,1,0,no
32,1,2,no,15,no,no,0,226,1,346,1,0,no
25,0,1,no,1235,yes,yes,0,64,1,349,3,0,no
28,1,2,no,335,yes,no,0,256,1,322,3,1,no
47,0,0,no,133,yes,no,0,285,1,330,3,2,no
42,2,0,no,1563,yes,no,0,164,2,364,1,0,no
43,1,0,no,2567,yes,no,0,109,1,360,2,0,no
35,2,1,no,336,yes,no,0,191,1,346,2,0,yes
32,0,2,no,499,yes,no,0,182,1,339,2,0,no
40,0,0,no,-79,no,no,0,396,1,370,1,0,no
35,1,1,no,222,yes,no,0,165,5,177,7,0,no
36,0,1,no,-267,yes,no,0,99,7,352,1,0,no
33,1,1,no,318,yes,no,0,108,4,342,14,2,no
31,0,2,no,0,yes,yes,0,117,3,352,3,0,no
29,0,1,no,891,yes,no,0,172,2,352,1,0,no
40,1,0,no,105,yes,no,0,143,2,370,2,0,no
35,0,0,no,246,no,no,0,157,2,345,5,0,no
53,1,2,no,-388,yes,no,0,111,3,356,1,2,no
37,1,1,no,561,yes,no,0,632,1,339,2,0,no
40,0,2,no,2258,yes,no,0,115,3,287,2,0,no
57,0,0,no,739,yes,no,0,172,2,364,1,0,no
31,0,1,no,953,yes,no,0,479,1,346,2,1,yes
42,0,1,no,0,yes,no,0,67,7,177,1,2,no
42,2,1,no,11177,yes,no,0,229,6,373,1,2,no
43,1,0,no,479,yes,no,0,293,2,370,2,0,no
52,1,2,no,136,yes,no,1,46,2,287,10,2,no
38,1,1,no,1407,yes,no,0,169,3,174,7,0,no
49,1,1,no,1039,yes,no,0,156,2,178,1,0,no
59,1,0,no,5788,no,no,0,56,2,350,2,0,no
33,1,1,no,43,yes,no,0,332,2,358,2,0,no
32,0,1,yes,-575,yes,no,0,24,6,346,9,0,no
38,1,1,no,7708,yes,no,0,218,4,331,3,2,no
43,1,0,no,18,yes,no,0,131,2,370,3,2,no
33,0,0,no,405,yes,no,0,99,4,353,1,0,no
29,1,1,no,64,yes,no,0,444,2,366,3,0,no
51,1,0,no,354,yes,no,0,276,2,344,1,2,no
50,2,1,no,124,yes,yes,0,367,2,289,19,0,no
44,1,1,no,466,yes,yes,0,158,5,350,1,2,no
33,0,2,no,2412,yes,no,0,91,1,356,2,2,no
37,1,0,no,2079,yes,yes,0,299,1,360,2,0,no
27,0,1,no,218,yes,no,0,1462,2,352,1,0,no
38,1,1,no,1731,yes,yes,0,162,2,350,4,0,no
31,1,0,no,392,yes,no,0,465,2,360,1,0,no
27,1,1,no,806,yes,no,0,304,2,332,21,0,no
55,1,0,no,338,yes,no,0,8,4,300,5,0,no
43,1,1,no,30,no,no,0,60,5,371,2,0,no
31,1,2,no,233,yes,no,0,241,2,365,10,0,no
31,1,1,no,581,yes,no,0,303,3,174,3,0,no
38,2,0,no,-258,yes,no,0,134,2,370,4,2,no
53,2,1,no,765,yes,no,0,959,3,174,7,2,yes
41,0,1,no,200,yes,no,0,353,6,373,2,0,no
39,0,1,no,-143,yes,no,0,93,2,349,7,0,no
54,1,1,no,-135,yes,no,0,152,3,370,2,0,no
35,1,0,no,2212,yes,no,0,320,2,353,4,2,no
30,0,1,no,315,yes,no,0,884,3,346,4,0,yes
56,1,0,no,309,yes,no,0,198,2,367,4,0,no
35,1,1,no,650,yes,no,0,241,2,349,2,0,no
34,1,1,no,124,yes,no,1,604,4,366,2,2,yes
55,1,0,no,-219,yes,no,1,427,2,364,4,0,no
30,0,2,no,303,yes,no,0,176,2,365,4,0,no
46,2,2,no,24598,yes,no,0,118,4,374,3,0,no
26,0,1,no,681,yes,no,0,336,2,322,3,0,no
41,2,1,no,783,yes,yes,0,135,3,363,2,0,no
41,0,0,no,3237,no,no,0,240,3,363,4,2,no
35,1,1,no,911,yes,no,0,136,2,175,7,0,no
36,1,0,no,994,yes,no,0,154,2,356,8,1,no
41,0,1,no,3895,yes,no,0,305,3,296,11,2,no
47,1,0,no,-169,yes,yes,0,172,2,310,1,0,no
41,2,1,no,174,yes,no,0,367,2,297,1,2,no
40,1,0,no,2805,yes,no,0,173,6,353,23,0,no
55,2,1,no,-288,yes,no,0,62,4,352,2,0,no
33,1,0,no,170,yes,yes,1,113,3,367,4,2,no
47,0,0,no,355,yes,no,0,144,3,366,1,0,no
33,1,1,no,331,yes,no,0,178,7,365,5,2,no
42,1,1,no,343,yes,no,1,33,7,365,7,0,no
32,1,1,no,687,no,no,0,415,3,296,2,2,no
32,0,1,no,45,yes,yes,0,908,3,344,7,2,no
31,0,2,no,2030,yes,no,0,168,2,351,2,0,no
49,1,0,no,584,yes,no,1,167,6,365,1,0,no
35,1,1,no,667,yes,no,0,10,5,324,27,2,no
46,1,0,no,1291,yes,no,0,142,3,259,17,0,no
33,1,1,no,686,yes,yes,1,30,6,343,12,2,no
48,1,0,no,430,no,no,0,340,3,371,8,0,no
39,0,1,no,522,yes,no,1,225,7,350,2,0,no
42,1,1,no,154,yes,no,1,346,5,372,1,2,no
37,1,1,no,4954,yes,no,0,290,4,356,3,2,no
38,1,1,no,215,yes,no,0,115,2,175,2,0,no
42,1,0,no,191,yes,no,1,382,3,371,1,0,no
29,1,1,no,59,yes,yes,0,100,3,356,2,0,no
52,1,2,no,751,no,no,0,165,4,371,5,0,no
32,1,2,no,744,yes,no,0,506,2,352,1,2,no
36,0,1,no,568,yes,no,0,140,3,364,2,0,no
35,1,0,no,-167,yes,no,0,195,3,359,1,0,no
33,1,1,no,101,yes,no,0,235,2,361,4,0,no
26,0,1,no,787,yes,no,0,68,2,371,1,0,no
30,2,2,no,317,yes,no,0,165,3,294,5,0,no
48,2,1,no,168,yes,yes,0,100,2,361,1,2,no
40,1,2,no,602,yes,no,0,145,4,360,7,0,no
39,1,1,no,164,yes,no,1,26,6,373,2,0,no
31,0,1,no,342,yes,no,0,117,5,366,7,2,no
40,0,1,no,60,yes,no,0,460,3,352,6,2,no
33,0,2,no,109,yes,yes,1,12,4,176,3,2,no
50,1,0,no,111,yes,no,1,8,6,366,1,2,no
39,0,1,no,7066,yes,no,0,667,3,357,3,2,yes
42,1,1,no,146,yes,yes,0,670,4,346,1,0,yes
37,1,0,no,357,yes,no,0,14,2,344,3,2,no
57,1,1,no,530,yes,no,1,10,7,360,7,0,no
47,1,1,no,175,yes,no,0,236,4,262,7,0,no
30,0,2,no,872,yes,no,0,61,1,298,2,0,no
42,1,1,no,680,yes,no,0,306,4,365,2,0,no
30,0,1,yes,28,yes,no,0,778,5,301,1,0,no
27,1,0,no,500,yes,no,0,16,6,365,6,0,no
32,1,1,no,-538,no,yes,0,233,1,353,1,0,no
43,1,2,no,28,yes,no,0,136,1,176,1,0,no
35,1,1,no,253,yes,no,0,452,1,345,1,2,no
36,0,2,no,577,yes,no,0,33,1,298,1,0,no
31,0,1,no,0,yes,no,0,56,1,176,1,0,no
28,1,1,no,916,yes,no,0,191,1,371,2,2,no
28,1,1,no,511,yes,no,0,274,1,319,5,0,no
44,0,0,no,36,yes,no,0,551,1,371,2,0,yes
25,1,1,no,541,yes,no,0,607,1,344,4,0,no
34,2,1,no,176,yes,no,0,67,1,368,5,0,no
21,1,0,no,-172,yes,yes,0,409,1,361,3,0,yes
52,2,0,no,-100,yes,no,0,7,4,340,15,2,no
47,2,1,no,1480,yes,no,0,144,1,365,1,0,no
41,2,1,no,793,yes,no,0,123,1,365,1,0,no
51,1,2,no,0,yes,no,0,60,1,343,7,0,no
34,1,1,no,-257,yes,no,0,160,1,368,4,0,no
56,0,1,no,-40,yes,no,0,311,1,368,2,0,yes
23,0,0,no,3198,yes,no,0,224,1,352,2,0,no
33,0,2,no,7419,yes,no,0,21,8,331,29,0,no
33,0,2,no,849,yes,no,0,128,2,291,5,0,no
57,1,2,no,334,yes,no,0,169,2,365,2,0,no
38,1,1,no,773,yes,no,0,198,1,359,1,2,no
26,1,1,no,77,yes,no,0,619,1,340,4,0,yes
35,0,0,no,85,no,no,0,213,1,364,1,0,no
31,1,1,no,122,yes,no,0,49,1,364,1,0,no
39,1,1,no,1102,yes,no,0,124,1,357,3,0,no
29,1,1,no,368,yes,no,0,345,1,310,7,0,no
48,1,2,yes,-13,yes,no,0,20,6,291,2,2,no
40,1,1,no,192,yes,yes,0,16,8,351,5,0,no
38,2,2,no,4312,no,no,0,67,4,175,6,0,no
60,2,1,no,174,yes,no,0,241,1,364,1,0,no
42,0,0,no,156,yes,no,1,7,4,371,5,0,no
57,2,0,no,179,yes,no,0,67,1,368,2,0,no
34,0,2,no,11350,yes,no,0,153,1,176,1,0,no
35,2,1,no,286,yes,no,0,158,1,365,4,2,no
33,1,1,no,1996,yes,no,0,72,2,178,1,0,no
37,2,1,no,-59,yes,no,0,169,1,352,1,0,no
34,0,2,no,4782,yes,no,0,160,1,277,1,0,no
33,2,1,no,1156,yes,no,0,612,1,177,2,0,no
37,1,1,no,222,yes,no,0,7,6,357,1,0,no
32,0,2,no,388,yes,no,0,58,1,266,2,0,no
28,0,1,no,769,yes,no,0,153,1,371,2,0,no
50,1,0,no,226,yes,no,0,98,1,330,5,0,no
35,1,0,no,712,yes,no,0,192,1,347,3,0,no
24,0,0,no,145,yes,no,0,520,1,345,1,0,no
31,1,0,no,290,yes,no,0,148,1,291,3,0,no
32,2,1,no,91,yes,no,0,119,2,351,12,2,no
35,1,0,no,22,yes,no,0,1190,2,302,2,2,yes
33,1,1,no,217,yes,yes,0,132,5,304,5,0,no
27,1,1,no,484,yes,no,0,210,1,361,2,0,no
43,1,1,no,-1,yes,no,0,51,1,311,2,0,no
36,0,2,no,391,yes,no,0,185,1,350,8,0,no
28,1,1,no,-42,yes,no,0,192,1,364,3,2,no
31,0,1,no,178,yes,no,0,415,1,360,5,0,no
31,0,2,no,699,yes,no,0,282,4,277,4,0,no
47,1,1,no,1474,yes,no,0,77,1,368,3,0,no
28,0,1,no,154,yes,no,0,536,1,364,1,2,yes
30,0,1,yes,-228,yes,no,0,101,1,371,1,0,no
31,1,2,no,-256,yes,no,0,272,1,365,5,0,no
39,1,1,no,1254,yes,no,0,133,1,353,5,2,no
33,0,1,no,1211,yes,no,0,39,1,361,4,0,no
32,2,2,no,3695,yes,no,0,34,1,353,3,2,no
30,0,1,no,581,yes,no,0,267,1,354,1,2,no
45,1,2,no,-497,yes,yes,0,217,1,176,1,0,no
27,0,2,no,808,yes,no,0,578,1,364,1,2,no
51,2,0,no,94,yes,no,0,77,1,297,4,0,no
35,2,1,no,534,no,no,0,669,1,312,3,0,yes
42,2,1,no,-106,yes,no,0,495,1,347,3,0,no
32,0,1,no,2597,yes,no,0,233,1,368,1,0,no
28,0,2,no,1372,no,no,0,48,4,298,1,0,no
27,1,2,no,1531,yes,no,0,187,1,367,4,0,no
35,1,2,no,1265,yes,no,0,326,5,179,4,0,yes
32,0,2,no,1531,yes,no,0,58,1,352,5,0,no
37,0,0,no,851,yes,no,0,151,1,352,1,0,no
31,0,2,no,4561,yes,no,0,301,1,274,2,0,no
26,0,1,no,276,yes,no,0,106,1,368,4,0,no
30,0,0,no,413,yes,no,0,148,1,345,4,2,no
33,1,0,no,1138,yes,yes,0,122,2,343,4,0,no
26,0,2,no,641,yes,no,0,55,1,368,1,0,no
35,0,1,no,705,yes,yes,0,177,1,361,3,0,no
28,0,1,no,703,yes,no,0,485,1,88,1,2,yes
31,2,1,no,360,no,no,0,332,1,297,2,2,no
53,0,0,no,210,yes,no,0,984,1,368,1,0,no
37,1,0,no,-29,yes,yes,0,25,1,350,5,2,no
31,1,1,no,685,yes,no,0,552,1,329,3,0,yes
32,0,1,no,-341,no,no,0,339,1,345,3,0,no
29,0,1,no,710,yes,yes,0,51,1,345,2,0,no
42,1,1,no,9277,yes,no,0,395,1,361,3,2,no
33,1,1,no,174,yes,no,0,45,1,298,1,2,no
36,2,1,no,421,yes,no,0,34,7,360,4,2,no
35,0,1,no,-89,yes,no,0,75,1,368,1,0,no
56,1,1,no,276,yes,no,0,301,1,368,1,0,no
38,0,1,no,1270,yes,yes,0,164,1,337,6,2,no
46,1,0,no,1085,yes,yes,0,523,2,353,58,2,yes
27,0,1,no,-74,yes,no,0,151,1,345,1,0,no
32,0,1,no,1987,yes,no,1,36,2,176,2,0,no
39,1,1,no,3165,yes,no,0,56,1,368,2,0,no
23,1,1,no,-295,yes,no,0,411,1,323,2,0,no
29,0,1,no,213,yes,no,0,174,1,361,1,0,no
33,0,1,no,450,yes,no,0,148,2,365,2,2,no
28,0,1,no,-267,yes,no,0,145,2,329,4,0,no
32,0,2,no,1710,yes,no,0,439,1,175,3,2,no
25,0,1,no,171,yes,no,0,178,1,359,2,0,no
35,2,2,no,8903,yes,no,0,171,1,175,6,0,no
45,1,0,no,900,yes,no,1,26,1,340,1,0,no
33,0,1,no,-198,yes,no,0,256,1,359,3,1,no
22,0,1,no,2589,yes,no,0,239,1,352,1,2,no
60,1,0,no,38,yes,no,0,109,11,373,1,2,no
30,1,2,no,3037,yes,no,0,10,5,175,7,2,no
38,0,1,no,553,yes,no,0,178,2,270,8,2,no
58,1,0,no,260,yes,no,1,71,5,364,3,0,no
32,1,1,no,2,yes,no,0,16,9,309,1,0,no
41,1,2,no,526,yes,no,0,229,5,268,4,0,no
29,1,1,no,6567,yes,no,0,792,2,298,1,0,yes
25,1,1,no,691,yes,no,0,333,1,330,2,0,no
34,1,1,no,2994,yes,no,0,358,1,176,1,0,no
29,0,1,no,405,yes,no,0,84,1,345,1,2,no
39,1,1,no,2139,yes,no,0,576,4,371,1,0,yes
44,1,1,no,167,yes,no,0,79,2,373,1,0,no
53,2,2,no,50,yes,no,0,669,1,337,3,0,yes
27,1,1,no,311,yes,no,0,50,1,352,1,0,no
39,1,1,no,680,yes,no,0,135,1,361,2,0,no
33,1,0,no,142,yes,no,0,87,1,368,1,0,no
29,0,0,no,722,yes,no,0,78,1,359,1,0,no
32,0,1,no,6042,yes,no,0,183,1,361,1,0,no
49,2,1,no,132,yes,no,0,98,1,350,1,0,no
54,1,1,no,582,yes,no,0,693,5,372,2,0,yes
29,0,2,no,80,yes,no,0,15,5,361,1,0,no
26,0,1,no,212,yes,no,0,144,2,352,1,2,no
34,1,1,no,-285,yes,no,0,192,1,276,3,0,no
28,0,1,no,217,yes,no,0,238,2,372,1,0,no
26,0,1,no,2138,yes,no,0,18,8,371,1,2,no
39,1,1,no,-650,no,no,0,123,2,364,1,0,no
52,1,0,no,134,yes,no,0,81,2,295,3,0,no
28,0,1,no,341,yes,no,0,437,3,347,3,2,yes
37,0,1,no,1175,yes,no,0,102,1,333,2,0,no
29,1,1,no,339,yes,no,0,63,3,354,2,0,no
41,1,2,no,6000,yes,no,0,217,6,178,1,0,no
32,1,0,no,2198,no,no,0,463,1,175,4,0,no
37,1,0,no,-212,yes,no,0,189,3,352,1,2,no
30,1,0,no,95,yes,no,0,220,2,298,1,0,no
39,0,1,no,12,yes,no,0,500,2,352,2,0,no
41,0,1,no,2002,yes,no,0,172,2,350,1,0,no
58,1,0,no,5431,yes,yes,0,327,3,374,1,0,no
41,2,1,no,2550,yes,no,0,894,2,347,2,0,no
31,1,1,no,728,yes,yes,0,152,1,352,4,0,no
28,0,1,no,-215,yes,no,0,188,1,360,3,0,no
50,0,0,no,181,yes,no,0,119,4,372,3,0,no
33,1,1,no,1,yes,no,0,67,4,178,3,0,no
30,0,1,no,340,yes,no,0,136,2,361,1,2,no
41,1,1,no,2399,yes,no,0,303,2,351,2,0,no
34,2,1,no,1614,yes,no,0,228,2,297,1,2,no
39,1,0,no,315,yes,no,0,259,3,353,3,0,no
25,0,1,no,507,yes,no,0,832,1,367,3,0,yes
23,0,0,no,8627,yes,no,0,169,1,346,1,0,no
21,0,1,no,66,yes,no,0,31,1,330,2,0,no
28,0,2,no,372,yes,yes,0,201,3,294,2,1,no
44,1,0,no,-101,yes,no,0,679,1,366,4,0,yes
33,1,2,no,287,yes,no,0,199,2,274,3,2,no
41,1,0,no,89,yes,no,0,58,3,359,2,2,no
27,0,1,no,940,yes,no,0,141,1,343,3,0,no
41,2,1,no,2540,yes,no,0,82,2,366,1,0,no
48,1,1,no,480,yes,no,0,830,1,352,2,0,yes
35,0,1,no,1501,yes,no,0,26,1,357,1,2,no
46,1,2,no,810,yes,yes,0,33,2,176,1,2,no
40,1,1,no,2574,yes,no,0,432,1,176,1,0,yes
26,0,0,no,17,yes,no,0,86,2,367,2,0,no
27,0,1,no,20,yes,no,0,175,1,364,3,2,no
30,0,2,no,1761,yes,no,0,229,2,294,1,2,no
29,0,2,no,940,yes,no,0,757,1,330,1,0,no
25,0,1,no,1919,yes,no,0,264,1,351,4,0,no
31,0,1,no,-1,yes,no,0,99,1,352,1,0,no
26,0,1,no,46,yes,no,0,17,3,351,6,2,no
30,1,1,no,3,no,no,0,42,2,297,1,0,no
49,1,1,no,1230,yes,yes,0,167,2,373,3,0,no
31,1,2,no,527,yes,yes,0,98,2,359,1,0,no
29,1,1,no,-114,yes,no,0,132,2,359,2,0,no
56,2,2,no,-458,yes,no,0,406,4,296,3,0,no
30,0,1,no,-109,yes,no,0,73,2,297,2,2,no
34,2,0,no,390,yes,no,0,372,2,371,2,1,no
34,0,2,no,2360,yes,no,0,137,2,176,1,0,no
45,1,1,no,-407,yes,no,0,320,3,371,2,0,no
59,1,0,no,671,yes,no,0,57,2,332,3,0,no
52,2,0,no,29,yes,no,0,223,2,298,1,0,no
29,0,1,no,949,yes,no,0,109,2,352,1,1,no
28,0,2,no,41,yes,no,0,885,3,352,2,2,yes
38,1,2,no,432,yes,no,0,10,2,373,1,2,no
28,1,0,no,278,yes,yes,1,31,9,373,4,2,no
28,0,2,no,-594,yes,yes,0,296,2,353,2,2,no
57,1,1,no,225,yes,no,1,22,7,337,12,0,no
36,0,1,no,148,yes,no,0,1357,4,374,2,0,yes
30,1,0,no,624,yes,no,0,212,2,368,1,0,no
27,0,2,no,7944,yes,no,0,99,3,346,1,2,no
30,0,1,no,1395,yes,no,0,199,2,354,1,0,no
55,1,1,no,841,yes,no,0,140,9,372,4,0,no
33,1,2,no,2044,yes,no,0,102,3,177,1,0,no
33,1,1,no,1293,yes,no,0,245,9,373,2,0,no
38,0,2,no,5774,yes,no,0,406,4,359,5,2,yes
44,2,0,no,-97,yes,yes,0,197,3,288,4,0,no
32,2,1,no,201,yes,no,0,63,8,365,24,2,no
40,1,2,no,-1212,yes,no,0,1259,2,333,18,0,no
34,0,2,no,-184,yes,yes,0,80,3,352,1,2,no
45,1,1,no,-1621,yes,yes,0,8,2,346,5,0,no
44,0,1,no,532,yes,no,0,550,2,340,2,0,no
41,0,1,no,90,yes,no,0,77,2,347,4,0,no
34,1,1,no,393,yes,no,0,314,2,177,6,2,no
30,1,1,no,-910,yes,no,0,124,2,298,1,0,no
39,0,2,no,1674,no,no,0,12,10,178,1,0,no
34,1,1,no,656,yes,no,0,10,7,372,1,2,no
54,2,1,no,-394,yes,no,0,895,5,365,2,0,no
34,1,1,no,-16,yes,no,0,212,3,364,2,2,no
56,0,1,no,751,yes,no,0,43,8,177,5,0,no
28,0,1,no,118,yes,yes,0,376,3,368,1,0,no
40,1,1,no,0,yes,no,0,13,8,366,7,2,no
60,1,0,no,14,yes,yes,0,781,4,178,3,0,no
39,1,1,no,435,yes,no,0,411,6,175,3,2,no
48,1,0,no,108,yes,no,1,74,5,367,7,2,no
36,1,0,no,49,yes,no,0,232,2,365,5,2,no
30,2,1,no,891,no,no,0,340,2,368,1,0,no
31,1,1,no,1803,yes,no,1,350,8,360,1,0,no
28,0,1,no,-208,yes,no,0,136,3,359,2,0,no
24,0,1,no,290,yes,no,0,80,3,368,4,0,no
35,2,1,no,1780,yes,no,0,306,3,347,9,0,no
36,0,1,no,185,yes,no,0,61,4,371,5,2,no
45,0,0,no,116,yes,no,0,16,5,365,1,0,no
32,1,1,no,337,no,no,0,51,3,368,1,0,no
29,1,1,no,422,yes,no,0,69,3,361,2,0,no
33,1,1,no,1423,yes,no,0,333,2,364,3,0,no
25,0,1,no,366,no,yes,0,102,2,364,2,0,no
32,0,2,no,6248,yes,no,0,64,3,371,2,0,no
41,1,2,no,30,yes,no,0,101,4,291,6,0,no
45,1,1,no,72,yes,yes,0,262,2,352,2,0,no
33,0,1,no,5,yes,no,0,934,2,368,2,0,yes
39,0,2,no,11971,yes,no,1,75,10,179,5,0,no
35,1,1,no,-56,yes,no,0,162,2,361,3,0,no
26,0,1,no,372,yes,no,0,34,11,374,2,2,no
34,0,1,no,3160,no,no,0,22,8,331,13,0,no
44,0,0,no,-234,yes,yes,0,71,3,347,1,0,no
34,1,1,no,-297,yes,no,0,92,4,353,3,0,no
32,1,1,no,9714,yes,no,0,1237,2,361,2,0,no
37,1,0,no,2120,yes,no,0,655,3,175,4,0,yes
46,1,1,no,-119,yes,no,0,138,2,297,3,0,no
36,1,1,no,2278,yes,no,0,200,3,298,1,0,no
41,2,1,no,5745,yes,yes,0,69,3,357,1,0,no
45,0,1,no,1378,yes,no,0,25,5,372,2,0,no
55,2,2,no,525,yes,no,0,28,8,366,4,2,no
37,2,1,no,625,yes,no,0,68,4,359,2,0,no
29,1,1,no,252,yes,no,0,1223,3,371,1,0,no
38,1,1,no,341,no,no,0,136,3,346,2,0,no
40,2,1,no,952,yes,no,0,126,2,333,1,0,no
43,1,0,no,-67,yes,no,1,137,7,371,1,0,no
23,1,0,no,531,yes,no,0,509,3,345,9,2,no
27,1,1,no,1417,yes,no,0,143,2,343,3,0,no
29,0,1,no,-219,yes,no,0,85,3,368,2,0,no
51,0,2,no,297,yes,no,0,415,4,375,1,0,yes
46,1,0,no,494,yes,no,0,131,3,365,1,2,no
50,1,1,no,358,yes,yes,0,315,3,367,3,0,no
39,0,1,no,-529,yes,no,0,22,8,175,5,0,no
42,1,0,no,686,yes,no,0,1326,6,175,3,0,no
33,0,0,no,-104,yes,no,0,34,10,331,16,2,no
28,0,0,no,1518,yes,no,0,204,3,359,3,0,no
44,0,1,no,3684,yes,no,0,31,5,179,3,0,no
