id,start_date,end_date,duration,info_source,news_link,continent,country,state/india,geo_scope,area_name,ordered_by,decision_maker,shutdown_type_new,affected_network,full_or_service-based,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_service_details(specify),sms_affected,phone_call_affected,telcos_involved,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted,legal_justif,legal_method,telco_resp,telco_ack
139,2020-11-19,2020-11-19,0.0,other,http://jkhome.nic.in/122(tsts)of20200001.pdf,asia,india,,level 1,pulwama,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/122(tsts)of20200001.pdf,other,security forces operation,no,yes,no,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 122(tsts) of 2020.,,no
140,2020-11-21,,,confidential,,africa,uganda,,level 3,,executive government,uganda communications commission,throttle,"broadband, mobile",service-based,yes,unknown,unknown,unknown,unknown,,no,no,"uganda: africell (lintel), uganda: airtel (bharti airtel), uganda: i-tel, uganda: mtn, uganda: smart, uganda: smile, uganda: ut mobile (uganda telecom)",yes,illegal content,,,protests,protest,no,yes,yes,no,,yes,,,yes
141,2020-11-27,2020-11-30,3.0,news media article,https://www.reuters.com/article/us-cuba-politics-opposition/cuban-government-backtracks-on-deal-with-protesters-iduskbn28a00j; https://netblocks.org/reports/social-media-disrupted-in-cuba-amid-protests-for-artistic-freedom-aawrqa8m,latin america,cuba,,level 3,national,executive government,,shutdown,"broadband, mobile",service-based,yes,yes,no,no,yes,youtube,no,no,,no,unknown,,,protests,"protest for freedom of expression, according to reuters",no,no,no,no,,,,,
142,2020-11-28,2020-11-28,,other,http://jkhome.nic.in/124(tsts)of2020_0001.pdf,asia,india,,level 1,,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting elections.,,elections,,yes,no,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 124(tsts)of2020.,,no
143,2020-11-30,2020-12-01,,other,http://jkhome.nic.in/125(tsts)of20200001.pdf,asia,india,,level 1,awantipora,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting elections.,,elections,,yes,no,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 125(tsts)of2020.,,no
144,2020-12-01,,,other,http://jkhome.nic.in/126(tsts)of20200001.pdf,asia,india,,level 2,"pulwama, shopian, and ganderbal district",local government,"inspector general of police, kashmir zone","shutdown, throttle",mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting and discouraging participation elections.,,elections,,yes,no,unknown,no,,yes,,,no
145,2020-12-03,2020-12-04,,other,"http://jkhome.nic.in/127(tsts)of20200001.pdf; http://jkhome.nic.in/128(tsts)of20200001.pdf; http://jkhome.nic.in/129(tsts)of20200001.pdf;
http://jkhome.nic.in/130(tsts)of20200001.pdf",asia,india,,level 2,pulwama and shopian,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting and discouraging participation elections.,,elections,,yes,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 127(tsts)of2020; 128(tsts)of2020; 129(tsts)of2020; and 130(tsts)of2020.,,no
146,2020-12-07,2020-12-07,,other,http://jkhome.nic.in/131(tsts)of20200001.pdf,asia,india,,level 2,"pulwama, shopian, anantnag, kulgam",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting and discouraging participation in the elections.,http://jkhome.nic.in/131(tsts)of20200001.pdf,elections,,yes,no,unknown,,,,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 131(tsts)of2020.,,
147,2020-12-08,2020-12-08,0.0,news media article,https://www.dw.com/en/do-the-violent-protests-in-northern-iraq-signal-a-kurdish-spring/a-55906950,middle east,iraq,,level 1,sulaymaniyah,unknown,,shutdown,"broadband, mobile","full network, service-based",unknown,unknown,unknown,unknown,unknown,,no,no,,no,unknown,,,protests,protest over economic deterioration,no,yes,yes,no,,,,,no
148,2020-12-09,2020-12-10,,other,http://jkhome.nic.in/132(tsts)of20200001.pdf; http://jkhome.nic.in/133(tsts)of20200001.pdf,asia,india,,level 2,"pulwama, kulgam, anantanag, shopian districts",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/132(tsts)of20200001.pdf,political instability,,no,yes,unknown,no,,yes,"yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 132(tsts) of 2020, and 133(tsts) of 2020.",,no
149,2020-12-12,2020-12-23,11.0,other,http://jkhome.nic.in/order%20no.%20141%20(tsts).pdf,asia,india,,level 2,"anantnag, pulwama, kulgam districts",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent the misuse of data services by anti-national elements to disrupt the public order during counting and after announcement of election results.,,elections,,yes,no,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 141(tsts)of2020.,,no
150,2020-12-13,2020-12-13,,other,http://jkhome.nic.in/order%20no.%20135%20(tsts).pdf,asia,india,,level 2,"south kashmir districts (pulwama, anantnag, kulgam, shopian)",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting and discouraging participation in the elections.,,elections,,yes,no,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 135(tsts)of2020.,,no
151,2020-12-15,2020-12-16,1.0,other,http://jkhome.nic.in/order%20no.%20136%20(tsts).pdf; http://jkhome.nic.in/order%20no.%20137%20(tsts).pdf; http://jkhome.nic.in/138(tsts)%20of%202020%20dated%2017.12.2020.pdf,asia,india,,level 2,"anantnag, pulwama, and shopian districts",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting and discouraging participation in the elections.,control the spreading of false information aiming at discrediting and discouraging participation in the elections.,elections,,yes,no,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 136(tsts)of2020; 137(tsts)of2020; and 138(tsts)of2020.,,no
152,2020-12-18,,,news media article,https://www.the-star.co.ke/news/2020-12-18-al-shabaab-destroys-safaricom-mast-in-mandera/,africa,kenya,,level 1,"elele area, mandera county",non-government,al shabab,shutdown,mobile,full network,no,no,no,no,no,,yes,yes,kenya: safaricom,yes,sabotage/ third-party action,,,other,terrorist attack,no,no,no,no,,no,,,no
153,2020-12-18,2020-12-19,1.0,other,http://jkhome.nic.in/order%20no.%20139%20(tsts).pdf,asia,india,,level 2,"south kashmir districts (kulgam, pulwama, shopian, anantnag)",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,control the spreading of false information aiming at discrediting and discouraging participation in the elections.,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 139(tsts)of2020.,elections,,yes,no,unknown,,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent the spread of false information aiming at reducing turnout to the district development council elections. the order was later confirmed by the principal secretary of government. order - 139(tsts)of2020.,,
154,2020-12-25,2020-12-26,1.0,other,http://jkhome.nic.in/order%20no.%20144%20(tsts).pdf,asia,india,jammu and kashmir,level 1,shopian district in jammu and kashmir,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/order%20no.%20144%20(tsts).pdf,political instability,security services operations,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 110(tsts) of 2020.,,unknown
155,2020-12-31,2021-01-04,4.0,cso kio partners,https://explorer.ooni.org/measurement/20201231t100944z_whatsapp_jo_48832_n1_piwgrus0eaiymq2s,middle east,jordan,,level 3,national,executive government,,shutdown,"broadband, mobile",service-based,no,no,yes,no,yes,,no,no,,unknown,school exams,,,exam cheating,,no,no,no,no,,,,,no
